"species" "time"
"agouti" 0.345833333
"agouti" 0.4625
"peccary" 0.240277778
"agouti" 0.359027778
"agouti" 0.619444444
"agouti" 0.620138889
"agouti" 0.639583333
"coati" 0.417361111
"peccary" 0.728472222
"peccary" 0.874305556
"peccary" 0.114583333
"brocket" 0.565277778
"agouti" 0.609027778
"agouti" 0.759722222
"ocelot" 0.845833333
"agouti" 0.613888889
"agouti" 0.354861111
"agouti" 0.597916667
"agouti" 0.261805556
"peccary" 0.725694444
"peccary" 0.776388889
"squirrel" 0.743055556
"armadillo" 0.124305556
"agouti" 0.579861111
"agouti" 0.742361111
"paca" 0.805555556
"agouti" 0.250694444
"agouti" 0.259027778
"agouti" 0.261111111
"agouti" 0.279861111
"agouti" 0.659027778
"agouti" 0.752083333
"agouti" 0.297222222
"agouti" 0.3375
"peccary" 0.380555556
"agouti" 0.488194444
"coati" 0.557638889
"peccary" 0.635416667
"agouti" 0.707638889
"agouti" 0.708333333
"agouti" 0.743055556
"paca" 0.832638889
"agouti" 0.2625
"agouti" 0.290972222
"agouti" 0.376388889
"agouti" 0.420138889
"agouti" 0.477083333
"agouti" 0.563888889
"agouti" 0.605555556
"agouti" 0.645138889
"agouti" 0.6625
"tamandua" 0.783333333
"tamandua" 0.797222222
"paca" 0.890277778
"paca" 0.026388889
"peccary" 0.0625
"agouti" 0.294444444
"agouti" 0.299305556
"agouti" 0.332638889
"agouti" 0.569444444
"agouti" 0.696527778
"agouti" 0.698611111
"agouti" 0.259027778
"peccary" 0.269444444
"agouti" 0.270833333
"agouti" 0.556944444
"agouti" 0.696527778
"peccary" 0.734027778
"agouti" 0.534722222
"agouti" 0.547916667
"agouti" 0.590972222
"agouti" 0.725694444
"peccary" 0.332638889
"agouti" 0.460416667
"agouti" 0.620138889
"agouti" 0.253472222
"agouti" 0.258333333
"agouti" 0.259027778
"agouti" 0.510416667
"agouti" 0.258333333
"agouti" 0.245138889
"agouti" 0.411805556
"agouti" 0.653472222
"agouti" 0.75625
"paca" 0.945138889
"agouti" 0.556944444
"agouti" 0.752083333
"agouti" 0.754861111
"agouti" 0.257638889
"agouti" 0.302777778
"agouti" 0.469444444
"agouti" 0.735416667
"agouti" 0.282638889
"peccary" 0.769444444
"peccary" 0.002777778
"agouti" 0.295138889
"rat" 0.959027778
"peccary" 0.00625
"agouti" 0.379166667
"agouti" 0.304861111
"coati" 0.342361111
"agouti" 0.463888889
"agouti" 0.736805556
"agouti" 0.738194444
"peccary" 0.872916667
"agouti" 0.274305556
"agouti" 0.702083333
"agouti" 0.744444444
"agouti" 0.279166667
"peccary" 0.734027778
"agouti" 0.259722222
"squirrel" 0.286111111
"squirrel" 0.310416667
"ocelot" 0.833333333
"tamandua" 0.375
"agouti" 0.576388889
"ocelot" 0.06875
"rat" 0.95625
"rat" 0.956944444
"ocelot" 0.179166667
"agouti" 0.264583333
"ocelot" 0.257638889
"brocket" 0.278472222
"agouti" 0.246527778
"agouti" 0.699305556
"agouti" 0.340972222
"peccary" 0.838888889
"brocket" 0.132638889
"coati" 0.423611111
"rat" 0.947222222
"agouti" 0.283333333
"peccary" 0.010416667
"peccary" 0.027777778
"agouti" 0.299305556
"agouti" 0.3
"opossum" 0.126388889
"agouti" 0.244444444
"opossum" 0.838194444
"rat" 0.147916667
"agouti" 0.269444444
"agouti" 0.315972222
"rat" 0.915972222
"agouti" 0.4
"agouti" 0.420833333
"paca" 0.902777778
"agouti" 0.442361111
"rat" 0.050694444
"agouti" 0.339583333
"tamandua" 0.525694444
"tamandua" 0.527083333
"agouti" 0.359722222
"squirrel" 0.7375
"paca" 0.897222222
"opossum" 0.930555556
"rat" 0.961111111
"rat" 0.054861111
"mouse" 0.063888889
"tamandua" 0.599305556
"agouti" 0.299305556
"agouti" 0.604166667
"armadillo" 0.977083333
"agouti" 0.682638889
"agouti" 0.65
"agouti" 0.657638889
"agouti" 0.677777778
"paca" 0.911111111
"paca" 0.922222222
"paca" 0.933333333
"paca" 0.9375
"paca" 0.941666667
"opossum" 0.00625
"agouti" 0.76875
"agouti" 0.746527778
"agouti" 0.315277778
"agouti" 0.394444444
"agouti" 0.726388889
"agouti" 0.729861111
"paca" 0.036805556
"paca" 0.135416667
"paca" 0.825694444
"agouti" 0.6375
"agouti" 0.642361111
"rat" 0.015972222
"agouti" 0.605555556
"agouti" 0.721527778
"agouti" 0.722222222
"agouti" 0.725
"agouti" 0.726388889
"rat" 0.053472222
"agouti" 0.269444444
"peccary" 0.768055556
"peccary" 0.777083333
"peccary" 0.788888889
"agouti" 0.415972222
"ocelot" 0.541666667
"brocket" 0.051388889
"rat" 0.134027778
"armadillo" 0.011111111
"ocelot" 0.052777778
"armadillo" 0.898611111
"agouti" 0.555555556
"agouti" 0.723611111
"agouti" 0.679166667
"agouti" 0.281944444
"agouti" 0.288888889
"agouti" 0.311111111
"squirrel" 0.414583333
"squirrel" 0.41875
"squirrel" 0.41875
"squirrel" 0.420138889
"agouti" 0.768055556
"agouti" 0.680555556
"agouti" 0.61875
"agouti" 0.731944444
"peccary" 0.268055556
"squirrel" 0.340972222
"coati" 0.440277778
"peccary" 0.320833333
"brocket" 0.265972222
"agouti" 0.376388889
"agouti" 0.452777778
"agouti" 0.5625
"agouti" 0.6125
"brocket" 0.797916667
"peccary" 0.272916667
"peccary" 0.274305556
"peccary" 0.278472222
"peccary" 0.282638889
"agouti" 0.550694444
"agouti" 0.554166667
"agouti" 0.575694444
"agouti" 0.645138889
"ocelot" 0.923611111
"brocket" 0.563888889
"agouti" 0.249305556
"agouti" 0.745833333
"brocket" 0.372916667
"agouti" 0.622222222
"rat" 0.830555556
"rat" 0.832638889
"rat" 0.84375
"agouti" 0.340972222
"agouti" 0.413194444
"agouti" 0.641666667
"brocket" 0.764583333
"brocket" 0.76875
"brocket" 0.907638889
"paca" 0.950694444
"paca" 0.954861111
"peccary" 0.2625
"agouti" 0.552083333
"agouti" 0.627083333
"brocket" 0.115277778
"brocket" 0.118055556
"brocket" 0.261111111
"agouti" 0.313888889
"peccary" 0.334722222
"agouti" 0.401388889
"ocelot" 0.192361111
"agouti" 0.278472222
"ocelot" 0.1375
"peccary" 0.250694444
"agouti" 0.257638889
"agouti" 0.755555556
"coati" 0.422916667
"ocelot" 0.159027778
"brocket" 0.304166667
"ocelot" 0.833333333
"agouti" 0.264583333
"agouti" 0.255555556
"agouti" 0.272222222
"coati" 0.546527778
"agouti" 0.325
"peccary" 0.295138889
"agouti" 0.311805556
"agouti" 0.3125
"agouti" 0.567361111
"agouti" 0.35625
"agouti" 0.363888889
"agouti" 0.268055556
"peccary" 0.253472222
"agouti" 0.497222222
"ocelot" 0.079861111
"squirrel" 0.449305556
"agouti" 0.733333333
"agouti" 0.359722222
"agouti" 0.455555556
"agouti" 0.457638889
"agouti" 0.598611111
"agouti" 0.511111111
"coati" 0.677083333
"agouti" 0.771527778
"peccary" 0.184027778
"coati" 0.434027778
"coati" 0.436111111
"agouti" 0.288194444
"agouti" 0.697916667
"peccary" 0.747916667
"peccary" 0.240277778
"peccary" 0.788888889
"agouti" 0.270833333
"agouti" 0.315277778
"agouti" 0.336805556
"agouti" 0.672222222
"ocelot" 0.895138889
"brocket" 0.804166667
"peccary" 0.842361111
"squirrel" 0.283333333
"agouti" 0.384722222
"brocket" 0.232638889
"agouti" 0.754861111
"agouti" 0.755555556
"peccary" 0.873611111
"peccary" 0.040277778
"agouti" 0.586111111
"agouti" 0.588888889
"paca" 0.030555556
"agouti" 0.43125
"peccary" 0.256944444
"agouti" 0.294444444
"agouti" 0.719444444
"agouti" 0.724305556
"agouti" 0.739583333
"agouti" 0.354861111
"agouti" 0.355555556
"agouti" 0.695833333
"agouti" 0.696527778
"agouti" 0.736805556
"agouti" 0.264583333
"brocket" 0.448611111
"agouti" 0.725694444
"agouti" 0.339583333
"agouti" 0.64375
"agouti" 0.648611111
"agouti" 0.706944444
"agouti" 0.713194444
"agouti" 0.717361111
"agouti" 0.722916667
"agouti" 0.723611111
"agouti" 0.263888889
"agouti" 0.322916667
"agouti" 0.331944444
"agouti" 0.363194444
"agouti" 0.665277778
"agouti" 0.717361111
"agouti" 0.760416667
"agouti" 0.320833333
"agouti" 0.383333333
"agouti" 0.725
"peccary" 0.733333333
"agouti" 0.738194444
"agouti" 0.368055556
"agouti" 0.388888889
"agouti" 0.402777778
"agouti" 0.290972222
"agouti" 0.29375
"agouti" 0.313194444
"agouti" 0.314583333
"agouti" 0.318055556
"agouti" 0.690277778
"agouti" 0.771527778
"rat" 0.8
"agouti" 0.275694444
"agouti" 0.739583333
"agouti" 0.248611111
"agouti" 0.388194444
"agouti" 0.708333333
"squirrel" 0.311805556
"agouti" 0.252777778
"agouti" 0.386805556
"tayra" 0.450694444
"agouti" 0.252777778
"paca" 0.091666667
"agouti" 0.471527778
"agouti" 0.373611111
"rat" 0.102777778
"agouti" 0.284027778
"agouti" 0.350694444
"agouti" 0.459722222
"agouti" 0.378472222
"agouti" 0.497916667
"agouti" 0.759722222
"agouti" 0.25625
"agouti" 0.311111111
"agouti" 0.758333333
"agouti" 0.397222222
"agouti" 0.407638889
"agouti" 0.239583333
"agouti" 0.24375
"agouti" 0.252083333
"paca" 0.8125
"agouti" 0.350694444
"agouti" 0.427083333
"agouti" 0.455555556
"agouti" 0.55
"agouti" 0.550694444
"agouti" 0.769444444
"agouti" 0.340972222
"agouti" 0.760416667
"peccary" 0.789583333
"peccary" 0.795138889
"peccary" 0.796527778
"agouti" 0.247916667
"agouti" 0.345138889
"agouti" 0.301388889
"agouti" 0.329861111
"peccary" 0.400694444
"agouti" 0.404861111
"peccary" 0.413888889
"peccary" 0.525
"rat" 0.158333333
"agouti" 0.761111111
"peccary" 0.255555556
"agouti" 0.590277778
"agouti" 0.757638889
"paca" 0.909722222
"agouti" 0.252083333
"agouti" 0.286805556
"agouti" 0.536805556
"agouti" 0.402083333
"peccary" 0.6125
"peccary" 0.622222222
"peccary" 0.626388889
"agouti" 0.665277778
"agouti" 0.413194444
"agouti" 0.708333333
"paca" 0.01875
"agouti" 0.345138889
"peccary" 0.373611111
"agouti" 0.483333333
"agouti" 0.26875
"agouti" 0.257638889
"peccary" 0.877083333
"agouti" 0.730555556
"agouti" 0.320138889
"squirrel" 0.504861111
"coati" 0.520138889
"coati" 0.521527778
"coati" 0.522222222
"coati" 0.525694444
"coati" 0.527777778
"brocket" 0.531944444
"armadillo" 0.115277778
"rat" 0.054166667
"rat" 0.220833333
"rat" 0.217361111
"peccary" 0.286805556
"agouti" 0.336805556
"agouti" 0.249305556
"peccary" 0.253472222
"agouti" 0.279861111
"agouti" 0.245833333
"peccary" 0.254166667
"peccary" 0.2875
"brocket" 0.601388889
"paca" 0.916666667
"armadillo" 0.111805556
"brocket" 0.617361111
"paca" 0.15625
"paca" 0.932638889
"brocket" 0.28125
"paca" 0.052083333
"brocket" 0.379861111
"brocket" 0.377777778
"agouti" 0.71875
"agouti" 0.303472222
"agouti" 0.76875
"agouti" 0.268055556
"agouti" 0.279166667
"agouti" 0.282638889
"agouti" 0.313194444
"agouti" 0.316666667
"agouti" 0.741666667
"agouti" 0.400694444
"agouti" 0.289583333
"squirrel" 0.304166667
"agouti" 0.313888889
"agouti" 0.329166667
"agouti" 0.377777778
"agouti" 0.38125
"coati" 0.643055556
"coati" 0.643055556
"agouti" 0.706944444
"agouti" 0.710416667
"agouti" 0.713194444
"peccary" 0.841666667
"peccary" 0.847222222
"peccary" 0.85
"brocket" 0.136805556
"agouti" 0.330555556
"agouti" 0.243055556
"brocket" 0.26875
"brocket" 0.766666667
"peccary" 0.721527778
"brocket" 0.075694444
"agouti" 0.686111111
"agouti" 0.747916667
"agouti" 0.768055556
"brocket" 0.295138889
"agouti" 0.281944444
"tamandua" 0.635416667
"rat" 0.18125
"agouti" 0.480555556
"agouti" 0.511111111
"agouti" 0.726388889
"agouti" 0.742361111
"agouti" 0.744444444
"agouti" 0.745833333
"agouti" 0.276388889
"peccary" 0.327083333
"agouti" 0.466666667
"agouti" 0.560416667
"agouti" 0.272222222
"agouti" 0.272916667
"agouti" 0.275694444
"agouti" 0.707638889
"agouti" 0.713194444
"agouti" 0.260416667
"brocket" 0.741666667
"agouti" 0.651388889
"brocket" 0.685416667
"paca" 0.81875
"agouti" 0.270138889
"agouti" 0.429861111
"paca" 0.847222222
"paca" 0.847916667
"paca" 0.849305556
"paca" 0.913888889
"agouti" 0.254166667
"agouti" 0.3375
"peccary" 0.835416667
"peccary" 0.840972222
"ocelot" 0.182638889
"armadillo" 0.119444444
"agouti" 0.290277778
"agouti" 0.309722222
"agouti" 0.754166667
"brocket" 0.984722222
"ocelot" 0.174305556
"rat" 0.095138889
"rat" 0.11875
"rat" 0.152083333
"rat" 0.157638889
"armadillo" 0.099305556
"agouti" 0.3125
"tamandua" 0.570833333
"tayra" 0.675694444
"tayra" 0.677777778
"brocket" 0.295138889
"rat" 0.039583333
"brocket" 0.402083333
"peccary" 0.767361111
"agouti" 0.24375
"agouti" 0.390277778
"agouti" 0.257638889
"agouti" 0.399305556
"agouti" 0.400694444
"agouti" 0.378472222
"agouti" 0.379861111
"rat" 0.976388889
"agouti" 0.347222222
"agouti" 0.272916667
"ocelot" 0.276388889
"agouti" 0.370833333
"agouti" 0.374305556
"agouti" 0.592361111
"agouti" 0.745138889
"agouti" 0.258333333
"agouti" 0.259027778
"coati" 0.671527778
"coati" 0.481944444
"peccary" 0.268055556
"peccary" 0.269444444
"coati" 0.320138889
"peccary" 0.877083333
"peccary" 0.135416667
"agouti" 0.498611111
"peccary" 0.779166667
"squirrel" 0.338888889
"agouti" 0.75
"peccary" 0.827777778
"tamandua" 0.890277778
"coati" 0.542361111
"coati" 0.584027778
"coati" 0.590972222
"brocket" 0.88125
"peccary" 0.25
"peccary" 0.070138889
"mouse" 0.909722222
"peccary" 0.757638889
"agouti" 0.358333333
"tamandua" 0.670138889
"paca" 0.167361111
"agouti" 0.603472222
"agouti" 0.53125
"agouti" 0.768055556
"rat" 0.025
"paca" 0.070833333
"agouti" 0.234027778
"peccary" 0.741666667
"agouti" 0.238888889
"agouti" 0.66875
"agouti" 0.777083333
"agouti" 0.245138889
"agouti" 0.667361111
"agouti" 0.671527778
"rat" 0.938194444
"agouti" 0.245138889
"agouti" 0.247916667
"agouti" 0.251388889
"agouti" 0.274305556
"agouti" 0.766666667
"agouti" 0.781944444
"agouti" 0.379861111
"agouti" 0.388888889
"agouti" 0.427777778
"squirrel" 0.552777778
"agouti" 0.717361111
"agouti" 0.775694444
"rat" 0.209722222
"paca" 0.847222222
"agouti" 0.250694444
"agouti" 0.273611111
"agouti" 0.423611111
"agouti" 0.769444444
"peccary" 0.876388889
"peccary" 0.888888889
"peccary" 0.973611111
"peccary" 0.281944444
"peccary" 0.2875
"agouti" 0.415277778
"agouti" 0.703472222
"agouti" 0.26875
"agouti" 0.269444444
"peccary" 0.395833333
"agouti" 0.725
"agouti" 0.754861111
"peccary" 0.75625
"peccary" 0.758333333
"agouti" 0.761111111
"agouti" 0.786111111
"peccary" 0.808333333
"peccary" 0.885416667
"peccary" 0.892361111
"brocket" 0.089583333
"agouti" 0.240972222
"agouti" 0.246527778
"agouti" 0.720138889
"opossum" 0.961805556
"agouti" 0.252777778
"brocket" 0.264583333
"agouti" 0.340277778
"agouti" 0.547222222
"ocelot" 0.223611111
"agouti" 0.278472222
"agouti" 0.702083333
"agouti" 0.702777778
"peccary" 0.853472222
"peccary" 0.252777778
"peccary" 0.269444444
"agouti" 0.480555556
"agouti" 0.48125
"agouti" 0.753472222
"peccary" 0.903472222
"peccary" 0.930555556
"peccary" 0.9625
"agouti" 0.253472222
"coati" 0.427777778
"agouti" 0.467361111
"peccary" 0.960416667
"peccary" 0.972222222
"peccary" 0.972916667
"peccary" 0.984722222
"agouti" 0.274305556
"agouti" 0.314583333
"agouti" 0.623611111
"agouti" 0.377083333
"peccary" 0.811805556
"rat" 0.11875
"agouti" 0.241666667
"peccary" 0.269444444
"agouti" 0.452777778
"agouti" 0.244444444
"agouti" 0.406944444
"agouti" 0.4375
"agouti" 0.532638889
"agouti" 0.661805556
"peccary" 0.236111111
"peccary" 0.247222222
"peccary" 0.25
"peccary" 0.261805556
"agouti" 0.296527778
"agouti" 0.327777778
"coati" 0.403472222
"brocket" 0.842361111
"agouti" 0.259027778
"agouti" 0.359722222
"agouti" 0.775694444
"agouti" 0.639583333
"agouti" 0.75
"peccary" 0.973611111
"mouse" 0.881944444
"agouti" 0.319444444
"agouti" 0.353472222
"mouse" 0.861111111
"mouse" 0.073611111
"mouse" 0.153472222
"squirrel" 0.40625
"mouse" 0.147222222
"agouti" 0.299305556
"agouti" 0.238194444
"opossum" 0.825
"agouti" 0.275
"agouti" 0.330555556
"agouti" 0.365972222
"agouti" 0.327083333
"mouse" 0.941666667
"agouti" 0.489583333
"agouti" 0.540277778
"opossum" 0.095833333
"agouti" 0.258333333
"agouti" 0.749305556
"agouti" 0.277083333
"agouti" 0.30625
"agouti" 0.320833333
"agouti" 0.361805556
"squirrel" 0.367361111
"peccary" 0.258333333
"brocket" 0.329166667
"peccary" 0.771527778
"agouti" 0.397916667
"agouti" 0.738888889
"opossum" 0.807638889
"mouse" 0.866666667
"agouti" 0.572916667
"agouti" 0.326388889
"agouti" 0.331944444
"peccary" 0.047916667
"agouti" 0.313194444
"agouti" 0.340972222
"agouti" 0.369444444
"agouti" 0.404861111
"agouti" 0.495833333
"agouti" 0.513194444
"agouti" 0.250694444
"agouti" 0.625
"rat" 0.079166667
"rat" 0.086805556
"agouti" 0.338194444
"agouti" 0.296527778
"agouti" 0.301388889
"agouti" 0.384722222
"agouti" 0.504861111
"agouti" 0.384722222
"agouti" 0.65625
"peccary" 0.847916667
"peccary" 0.277777778
"agouti" 0.54375
"agouti" 0.25625
"agouti" 0.286111111
"agouti" 0.379861111
"agouti" 0.470138889
"agouti" 0.750694444
"agouti" 0.753472222
"agouti" 0.759027778
"agouti" 0.28125
"agouti" 0.311111111
"agouti" 0.3375
"agouti" 0.338888889
"tayra" 0.553472222
"agouti" 0.643055556
"agouti" 0.746527778
"agouti" 0.25
"agouti" 0.251388889
"agouti" 0.2625
"agouti" 0.265277778
"squirrel" 0.404861111
"agouti" 0.773611111
"agouti" 0.248611111
"agouti" 0.265277778
"agouti" 0.272916667
"agouti" 0.31875
"agouti" 0.322916667
"agouti" 0.33125
"agouti" 0.415972222
"agouti" 0.418055556
"agouti" 0.459722222
"agouti" 0.529861111
"agouti" 0.534027778
"agouti" 0.739583333
"agouti" 0.753472222
"agouti" 0.260416667
"agouti" 0.264583333
"agouti" 0.315972222
"agouti" 0.321527778
"agouti" 0.409722222
"agouti" 0.501388889
"agouti" 0.616666667
"agouti" 0.61875
"agouti" 0.636111111
"agouti" 0.689583333
"peccary" 0.868055556
"agouti" 0.246527778
"agouti" 0.297916667
"agouti" 0.354166667
"agouti" 0.420138889
"agouti" 0.48125
"agouti" 0.619444444
"agouti" 0.661805556
"agouti" 0.248611111
"agouti" 0.261805556
"agouti" 0.314583333
"agouti" 0.318055556
"agouti" 0.336111111
"agouti" 0.339583333
"agouti" 0.347222222
"agouti" 0.351388889
"agouti" 0.353472222
"squirrel" 0.365972222
"agouti" 0.468055556
"agouti" 0.691666667
"agouti" 0.719444444
"agouti" 0.74375
"agouti" 0.746527778
"agouti" 0.75
"rat" 0.957638889
"mouse" 0.090972222
"agouti" 0.54375
"ocelot" 0.070138889
"agouti" 0.368055556
"agouti" 0.247916667
"agouti" 0.252777778
"agouti" 0.572916667
"paca" 0.806944444
"agouti" 0.504166667
"agouti" 0.3625
"agouti" 0.295138889
"agouti" 0.268055556
"brocket" 0.311805556
"agouti" 0.314583333
"agouti" 0.385416667
"agouti" 0.386805556
"agouti" 0.291666667
"agouti" 0.272222222
"agouti" 0.28125
"agouti" 0.335416667
"agouti" 0.252777778
"agouti" 0.308333333
"agouti" 0.392361111
"agouti" 0.246527778
"agouti" 0.336805556
"brocket" 0.776388889
"agouti" 0.489583333
"agouti" 0.303472222
"agouti" 0.252083333
"tamandua" 0.322222222
"peccary" 0.254861111
"squirrel" 0.283333333
"squirrel" 0.688888889
"brocket" 0.799305556
"brocket" 0.321527778
"agouti" 0.586111111
"agouti" 0.739583333
"paca" 0.89375
"paca" 0.948611111
"paca" 0.953472222
"brocket" 0.070833333
"agouti" 0.4375
"peccary" 0.802777778
"peccary" 0.331944444
"peccary" 0.353472222
"agouti" 0.504861111
"peccary" 0.567361111
"agouti" 0.603472222
"peccary" 0.110416667
"agouti" 0.422222222
"peccary" 0.230555556
"peccary" 0.23125
"peccary" 0.855555556
"peccary" 0.867361111
"rat" 0.908333333
"peccary" 0.120833333
"agouti" 0.259722222
"agouti" 0.750694444
"agouti" 0.44375
"agouti" 0.720833333
"agouti" 0.283333333
"peccary" 0.286805556
"peccary" 0.776388889
"peccary" 0.7875
"agouti" 0.507638889
"ocelot" 0.336805556
"agouti" 0.446527778
"agouti" 0.385416667
"peccary" 0.954166667
"agouti" 0.322222222
"agouti" 0.285416667
"agouti" 0.261805556
"mouse" 0.863194444
"mouse" 0.877777778
"squirrel" 0.261805556
"agouti" 0.272222222
"squirrel" 0.329861111
"agouti" 0.378472222
"agouti" 0.533333333
"peccary" 0.7625
"peccary" 0.766666667
"agouti" 0.720833333
"squirrel" 0.255555556
"squirrel" 0.268055556
"agouti" 0.272916667
"agouti" 0.576388889
"agouti" 0.677083333
"agouti" 0.707638889
"agouti" 0.304166667
"rat" 0.220138889
"agouti" 0.30625
"agouti" 0.601388889
"agouti" 0.256944444
"agouti" 0.521527778
"agouti" 0.523611111
"agouti" 0.668055556
"ocelot" 0.86875
"agouti" 0.265277778
"agouti" 0.479861111
"agouti" 0.577083333
"agouti" 0.625694444
"agouti" 0.701388889
"rat" 0.222222222
"agouti" 0.340277778
"agouti" 0.525694444
"agouti" 0.743055556
"paca" 0.957638889
"agouti" 0.361805556
"agouti" 0.282638889
"agouti" 0.535416667
"agouti" 0.615972222
"agouti" 0.415277778
"agouti" 0.429166667
"agouti" 0.445138889
"agouti" 0.465972222
"agouti" 0.258333333
"agouti" 0.306944444
"agouti" 0.364583333
"agouti" 0.435416667
"agouti" 0.668055556
"agouti" 0.672916667
"agouti" 0.258333333
"agouti" 0.3125
"agouti" 0.381944444
"agouti" 0.452083333
"agouti" 0.660416667
"agouti" 0.695138889
"agouti" 0.244444444
"agouti" 0.261111111
"agouti" 0.279861111
"agouti" 0.551388889
"agouti" 0.556944444
"brocket" 0.184027778
"rat" 0.240277778
"rat" 0.248611111
"agouti" 0.525694444
"agouti" 0.7125
"agouti" 0.716666667
"ocelot" 0.868055556
"agouti" 0.270833333
"agouti" 0.380555556
"agouti" 0.430555556
"agouti" 0.679861111
"agouti" 0.702777778
"paca" 0.117361111
"agouti" 0.475
"armadillo" 0.813888889
"paca" 0.877083333
"peccary" 0.777777778
"paca" 0.838888889
"paca" 0.972222222
"paca" 0.886805556
"mouse" 0.957638889
"paca" 0.917361111
"paca" 0.000694444
"paca" 0.014583333
"rat" 0.834722222
"rat" 0.052777778
"agouti" 0.325694444
"agouti" 0.329166667
"rat" 0.849305556
"coati" 0.685416667
"agouti" 0.284722222
"agouti" 0.771527778
"paca" 0.165277778
"agouti" 0.239583333
"armadillo" 0.044444444
"agouti" 0.235416667
"agouti" 0.65
"rat" 0.829861111
"paca" 0.173611111
"agouti" 0.230555556
"paca" 0.908333333
"rat" 0.0875
"agouti" 0.589583333
"paca" 0.115972222
"agouti" 0.238194444
"agouti" 0.763888889
"paca" 0.840972222
"agouti" 0.290277778
"rat" 0.945138889
"rat" 0.016666667
"agouti" 0.267361111
"agouti" 0.53125
"squirrel" 0.271527778
"squirrel" 0.280555556
"squirrel" 0.284722222
"agouti" 0.554861111
"agouti" 0.638194444
"agouti" 0.640972222
"squirrel" 0.664583333
"agouti" 0.323611111
"squirrel" 0.457638889
"agouti" 0.672916667
"paca" 0.097222222
"agouti" 0.3125
"paca" 0.826388889
"paca" 0.054861111
"agouti" 0.271527778
"agouti" 0.283333333
"squirrel" 0.69375
"paca" 0.979166667
"agouti" 0.545833333
"agouti" 0.741666667
"paca" 0.1125
"agouti" 0.69375
"agouti" 0.411805556
"paca" 0.879861111
"paca" 0.951388889
"agouti" 0.702777778
"agouti" 0.683333333
"paca" 0.934722222
"paca" 0.013888889
"agouti" 0.369444444
"agouti" 0.466666667
"armadillo" 0.88125
"paca" 0.997222222
"peccary" 0.299305556
"armadillo" 0.825
"rat" 0.936111111
"armadillo" 0.949305556
"peccary" 0.411111111
"squirrel" 0.367361111
"peccary" 0.4125
"agouti" 0.313888889
"agouti" 0.313888889
"agouti" 0.698611111
"agouti" 0.757638889
"agouti" 0.313194444
"agouti" 0.382638889
"agouti" 0.415972222
"agouti" 0.702777778
"agouti" 0.711111111
"rat" 0.889583333
"rat" 0.102083333
"agouti" 0.268055556
"agouti" 0.273611111
"agouti" 0.753472222
"agouti" 0.755555556
"agouti" 0.255555556
"brocket" 0.74375
"rat" 0.968055556
"rat" 0.009027778
"rat" 0.19375
"agouti" 0.297222222
"agouti" 0.349305556
"rat" 0.082638889
"agouti" 0.752777778
"agouti" 0.731944444
"agouti" 0.254861111
"agouti" 0.731944444
"brocket" 0.266666667
"agouti" 0.334027778
"agouti" 0.397916667
"agouti" 0.400694444
"agouti" 0.542361111
"brocket" 0.811111111
"brocket" 0.800694444
"peccary" 0.225694444
"agouti" 0.627083333
"peccary" 0.253472222
"peccary" 0.311111111
"brocket" 0.786111111
"peccary" 0.021527778
"brocket" 0.189583333
"brocket" 0.191666667
"agouti" 0.267361111
"agouti" 0.322222222
"agouti" 0.461805556
"squirrel" 0.330555556
"coati" 0.350694444
"squirrel" 0.292361111
"agouti" 0.711111111
"agouti" 0.711805556
"agouti" 0.661805556
"agouti" 0.304166667
"squirrel" 0.365972222
"agouti" 0.397222222
"brocket" 0.515277778
"brocket" 0.685416667
"brocket" 0.404166667
"brocket" 0.629166667
"agouti" 0.689583333
"agouti" 0.672916667
"rat" 0.813888889
"agouti" 0.431944444
"agouti" 0.373611111
"agouti" 0.382638889
"agouti" 0.393055556
"squirrel" 0.426388889
"agouti" 0.577777778
"agouti" 0.599305556
"agouti" 0.61875
"peccary" 0.798611111
"agouti" 0.239583333
"squirrel" 0.29375
"squirrel" 0.296527778
"agouti" 0.338194444
"agouti" 0.34375
"agouti" 0.372916667
"agouti" 0.485416667
"agouti" 0.570138889
"squirrel" 0.598611111
"squirrel" 0.602777778
"agouti" 0.677777778
"agouti" 0.698611111
"agouti" 0.719444444
"paca" 0.829861111
"agouti" 0.307638889
"agouti" 0.310416667
"agouti" 0.335416667
"peccary" 0.397916667
"agouti" 0.451388889
"agouti" 0.494444444
"agouti" 0.5
"agouti" 0.592361111
"agouti" 0.597916667
"agouti" 0.758333333
"paca" 0.935416667
"armadillo" 0.958333333
"armadillo" 0.990277778
"armadillo" 0.052083333
"agouti" 0.297916667
"agouti" 0.377083333
"agouti" 0.417361111
"peccary" 0.459027778
"agouti" 0.513194444
"peccary" 0.516666667
"agouti" 0.53125
"agouti" 0.547222222
"agouti" 0.563194444
"agouti" 0.611805556
"peccary" 0.645138889
"peccary" 0.71875
"agouti" 0.725
"peccary" 0.74375
"peccary" 0.751388889
"paca" 0.927083333
"coati" 0.265277778
"agouti" 0.299305556
"agouti" 0.313888889
"coati" 0.327777778
"peccary" 0.343055556
"squirrel" 0.384027778
"agouti" 0.386111111
"squirrel" 0.413194444
"coati" 0.439583333
"coati" 0.441666667
"coati" 0.45625
"coati" 0.533333333
"coati" 0.538888889
"agouti" 0.561805556
"agouti" 0.591666667
"agouti" 0.608333333
"agouti" 0.611805556
"paca" 0.001388889
"agouti" 0.261805556
"agouti" 0.276388889
