,state,year,cpi,pop,packpc,income,tax,avgprs,taxs,state_fn,year_str
238,WI,1989,1.24000000953674,4857000,100.59707641601601,84013416,46.0,153.054992675781,53.28833389282229,Wisconsin,1989
239,WV,1989,1.24000000953674,1807000,110.459327697754,24440400,33.0,146.306488037109,41.2814979553223,West Virginia,1989
240,WY,1989,1.24000000953674,458000,119.213973999023,7509524,24.0,122.625,24.0,Wyoming,1989
241,AL,1990,1.3069999217987098,4048508,111.744873046875,64094948,32.5000038146973,143.448577880859,33.7569198608398,Alabama,1990
242,AR,1990,1.3069999217987098,2354343,117.017784118652,34159184,37.0,150.063323974609,42.7716674804687,Arkansas,1990
243,AZ,1990,1.3069999217987098,3679056,85.81005859375,63319164,31.0,147.857498168945,38.0408325195312,Arizona,1990
244,CA,1990,1.3069999217987098,29950112,74.20005798339841,655567168,51.0,187.849670410156,61.632999420165994,California,1990
245,CO,1990,1.3069999217987098,3303862,89.1381072998047,65094512,36.0,147.199996948242,36.0,Colorado,1990
246,CT,1990,1.3069999217987098,3289056,90.8163299560547,87935184,56.0,183.825012207031,69.61666870117189,Connecticut,1990
247,DE,1990,1.3069999217987098,669063,124.353012084961,14475729,30.0,138.949996948242,30.0,Delaware,1990
248,FL,1990,1.3069999217987098,13018365,105.742919921875,258479056,40.0,168.257339477539,49.52400207519529,Florida,1990
249,GA,1990,1.3069999217987098,6506531,112.640670776367,115414192,28.0,136.979080200195,29.237417221069304,Georgia,1990
250,IA,1990,1.3069999217987098,2779769,97.66998291015629,48312552,47.0,159.102676391602,53.1193351745605,Iowa,1990
251,ID,1990,1.3069999217987098,1011882,91.3149948120117,16054421,34.0,150.263748168945,41.1554183959961,Idaho,1990
252,IL,1990,1.3069999217987098,11446979,95.9991226196289,237593008,46.0000076293945,160.280838012695,55.072509765625,Illinois,1990
253,IN,1990,1.3069999217987098,5555097,129.37667846679702,97907440,31.5,140.40251159668,38.1858329772949,Indiana,1990
254,KS,1990,1.3069999217987098,2480683,95.45758056640629,45103584,40.0,151.571334838867,45.82966613769529,Kansas,1990
255,KY,1990,1.3069999217987098,3692584,186.481872558594,57175332,19.0,124.38125610351601,24.9229164123535,Kentucky,1990
256,LA,1990,1.3069999217987098,4219179,107.43796539306601,64229064,32.0,150.47067260742202,37.78733444213871,Louisiana,1990
257,MA,1990,1.3069999217987098,6018664,97.5465621948242,139772368,42.0,166.696243286133,49.937915802002,Massachusetts,1990
258,MD,1990,1.3069999217987098,4797431,99.9701690673828,110449944,29.0,137.391662597656,29.0,Maryland,1990
259,ME,1990,1.3069999217987098,1231296,114.91956329345699,21521460,46.25,166.58248901367202,54.182498931884794,Maine,1990
260,MI,1990,1.3069999217987098,9310462,114.741889953613,177103456,41.0,145.678176879883,42.194831848144496,Michigan,1990
261,MN,1990,1.3069999217987098,4387283,89.4631118774414,87795488,54.0,179.210662841797,64.1439971923828,Minnesota,1990
262,MO,1990,1.3069999217987098,5126370,120.962783813477,90999728,29.000003814697298,132.264175415039,30.1808376312256,Missouri,1990
263,MS,1990,1.3069999217987098,2577426,105.376449584961,33928256,34.0,150.025329589844,42.492000579834,Mississippi,1990
264,MT,1990,1.3069999217987098,799824,86.8941192626953,12416204,33.5,141.766662597656,33.5,Montana,1990
265,NC,1990,1.3069999217987098,6656987,131.60607910156298,115608648,18.0,126.02050018310499,21.6704998016357,North Carolina,1990
266,ND,1990,1.3069999217987098,637364,82.9981002807617,10121249,46.0,162.542175292969,55.2005004882812,North Dakota,1990
267,NE,1990,1.3069999217987098,1580664,91.5438079833984,28591104,43.0,154.474655151367,48.941333770752,Nebraska,1990
268,NH,1990,1.3069999217987098,1111831,154.429946899414,23029404,38.666664123535206,145.733322143555,38.666664123535206,New Hampshire,1990
269,NJ,1990,1.3069999217987098,7757158,98.4767913818359,192117136,43.0,159.858337402344,43.0,New Jersey,1990
270,NM,1990,1.3069999217987098,1519933,71.5820999145508,22738520,31.0,148.426254272461,38.0679168701172,New Mexico,1990
271,NV,1990,1.3069999217987098,1218629,120.545303344727,25193918,51.0,191.913009643555,61.86299896240229,Nevada,1990
272,NY,1990,1.3069999217987098,18002856,93.86843872070308,419742656,49.500003814697294,178.86267089843705,56.379337310790994,New York,1990
273,OH,1990,1.3069999217987098,10861837,115.84597015380899,204114304,34.0,144.865005493164,40.89833450317379,Ohio,1990
274,OK,1990,1.3069999217987098,3147105,93.1967620849609,51026776,39.0,153.764007568359,44.9140014648437,Oklahoma,1990
275,OR,1990,1.3069999217987098,2858547,98.7914505004883,52177756,43.66666412353521,158.433334350586,43.66666412353521,Oregon,1990
276,PA,1990,1.3069999217987098,11895604,102.54208374023399,235802320,34.0,148.15266418457,42.3860015869141,Pennsylvania,1990
277,RI,1990,1.3069999217987098,1004649,100.632164001465,20287488,53.0,162.21667480468798,53.0,Rhode Island,1990
278,SC,1990,1.3069999217987098,3499064,118.974678039551,56158328,23.0,133.787490844727,29.3708324432373,South Carolina,1990
279,SD,1990,1.3069999217987098,696667,91.5789031982422,11312137,39.0,151.372009277344,44.8219985961914,South Dakota,1990
280,TN,1990,1.3069999217987098,4890626,123.21530914306601,82267328,29.0,147.311996459961,39.9119987487793,Tennessee,1990
281,TX,1990,1.3069999217987098,17044714,85.0116882324219,297569440,42.0,162.418502807617,51.1935005187988,Texas,1990
282,UT,1990,1.3069999217987098,1729722,53.0143013000488,25938560,39.0,168.804992675781,47.03833389282229,Utah,1990
283,VA,1990,1.3069999217987098,6213526,115.74748229980499,127614144,18.5000038146973,139.868759155273,25.16042137146,Virginia,1990
284,VT,1990,1.3069999217987098,564526,122.580711364746,10192738,33.0,153.330673217773,38.8973350524902,Vermont,1990
285,WA,1990,1.3069999217987098,4900780,78.74256896972659,98143120,50.0,185.404235839844,62.1292495727539,Washington,1990
286,WI,1990,1.3069999217987098,4902265,94.4869384765625,89025200,46.0,163.24874877929702,53.7737503051758,Wisconsin,1990
287,WV,1990,1.3069999217987098,1792481,111.465614318848,26132850,33.0,152.216003417969,41.6160011291504,West Virginia,1990
288,WY,1990,1.3069999217987098,453401,104.763771057129,8159438,28.0,128.041656494141,28.0,Wyoming,1990
289,AL,1991,1.36199998855591,4091025,107.014747619629,67649568,34.5000038146973,161.72116088867202,35.937835693359396,Alabama,1991
290,AR,1991,1.36199998855591,2370666,116.254249572754,36164020,39.0,170.09201049804702,45.5419998168945,Arkansas,1991
291,AZ,1991,1.36199998855591,3762394,80.7464599609375,66077264,35.25,166.591247558594,43.1829147338867,Arizona,1991
292,CA,1991,1.36199998855591,30414114,68.5306854248047,669842240,53.0,206.991500854492,64.7164993286133,California,1991
293,CO,1991,1.36199998855591,3367567,88.9069137573242,68992136,38.0,152.25,38.0,Colorado,1991
294,CT,1991,1.36199998855591,3288640,87.02685546875,88344096,58.0,194.669998168945,72.4199981689453,Connecticut,1991
295,DE,1991,1.36199998855591,680495,117.41452789306601,15203588,39.083335876464794,160.40832519531298,39.083335876464794,Delaware,1991
296,FL,1991,1.36199998855591,13289497,97.62596893310551,268304176,51.9000015258789,192.47834777832,62.7950019836426,Florida,1991
297,GA,1991,1.36199998855591,6621279,109.07258605957001,121094216,30.0,151.674575805664,31.3829174041748,Georgia,1991
298,IA,1991,1.36199998855591,2791227,96.3375625610352,49848588,49.41666412353521,172.68333435058602,56.0583305358887,Iowa,1991
299,ID,1991,1.36199998855591,1038915,82.97117614746091,16825220,36.0,165.235000610352,43.86833190917971,Idaho,1991
300,IL,1991,1.36199998855591,11535973,95.3365707397461,245952368,48.0000076293945,178.83967590332,58.123008728027294,Illinois,1991
301,IN,1991,1.36199998855591,5602062,126.364189147949,101146560,33.5,153.081253051758,40.7895851135254,Indiana,1991
302,KS,1991,1.36199998855591,2495209,91.61557006835942,46989840,42.0,168.471328735352,48.4796676635742,Kansas,1991
303,KY,1991,1.36199998855591,3714686,169.139450073242,60328548,21.0,136.837173461914,28.7455005645752,Kentucky,1991
304,LA,1991,1.36199998855591,4240950,106.344100952148,68178512,37.6666679382324,172.1806640625,44.2890014648437,Louisiana,1991
305,MA,1991,1.36199998855591,5998652,94.8213043212891,142463680,44.0,178.83250427246102,52.5158348083496,Massachusetts,1991
306,MD,1991,1.36199998855591,4856176,97.3399658203125,114466200,31.25,149.975006103516,31.25,Maryland,1991
307,ME,1991,1.36199998855591,1235439,116.314926147461,21820184,50.0,181.510009765625,58.6433334350586,Maine,1991
308,MI,1991,1.36199998855591,9395022,109.494155883789,181495456,43.0,164.49783325195298,44.381168365478494,Michigan,1991
309,MN,1991,1.36199998855591,4427429,85.87376403808591,90713792,56.4166679382324,196.04699707031293,67.5136642456055,Minnesota,1991
310,MO,1991,1.36199998855591,5157770,119.54779052734399,95729992,31.000003814697298,145.495162963867,32.3118362426758,Missouri,1991
311,MS,1991,1.36199998855591,2591230,104.89227294921899,35774984,36.0,162.100509643555,45.17549896240229,Mississippi,1991
312,MT,1991,1.36199998855591,807837,81.69964599609379,13336500,36.0,154.875,36.0,Montana,1991
313,NC,1991,1.36199998855591,6748135,130.406402587891,120648272,20.0,139.30749511718798,24.0575008392334,North Carolina,1991
314,ND,1991,1.36199998855591,634199,85.30445861816409,10318486,48.0,174.908828735352,57.9005012512207,North Dakota,1991
315,NE,1991,1.36199998855591,1590805,91.71456909179692,29853372,45.0,170.056259155273,53.0979156494141,Nebraska,1991
316,NH,1991,1.36199998855591,1107055,147.327819824219,23608532,43.0,159.691650390625,43.0,New Hampshire,1991
317,NJ,1991,1.36199998855591,7784269,86.5334930419922,195795520,58.0,186.30833435058602,58.0,New Jersey,1991
318,NM,1991,1.36199998855591,1547115,69.3548965454102,24357692,33.0,165.226257324219,40.8679161071777,New Mexico,1991
319,NV,1991,1.36199998855591,1285046,111.746971130371,27349370,53.0,201.762176513672,64.42050170898439,Nevada,1991
320,NY,1991,1.36199998855591,18029532,86.5968170166016,431671584,57.000003814697294,198.25,64.625,New York,1991
321,OH,1991,1.36199998855591,10933683,112.49639892578101,210116960,36.0,158.567489624023,43.5508346557617,Ohio,1991
322,OK,1991,1.36199998855591,3166471,87.1316986083984,52947292,41.0,169.373764038086,49.0654182434082,Oklahoma,1991
323,OR,1991,1.36199998855591,2918745,98.1586227416992,54890876,46.0,169.74166870117202,46.0,Oregon,1991
324,PA,1991,1.36199998855591,11943160,102.200752258301,244892208,36.0,164.202819824219,45.294498443603494,Pennsylvania,1991
325,RI,1991,1.36199998855591,1003990,104.084701538086,20443910,55.0,181.458343505859,55.0,Rhode Island,1991
326,SC,1991,1.36199998855591,3559470,120.21452331542999,58405664,25.0,149.12625122070298,32.1012496948242,South Carolina,1991
327,SD,1991,1.36199998855591,701445,91.24022674560551,11896990,41.0,163.669998168945,47.29499816894529,South Dakota,1991
328,TN,1991,1.36199998855591,4946886,119.630813598633,86583088,31.0,164.726989746094,43.20199966430661,Tennessee,1991
329,TX,1991,1.36199998855591,17339904,78.65672302246091,314725568,59.0,191.330001831055,69.8300018310547,Texas,1991
330,UT,1991,1.36199998855591,1771941,52.48481750488279,27749680,41.0,174.798751831055,49.3237495422363,Utah,1991
331,VA,1991,1.36199998855591,6283853,108.754928588867,132536112,20.5000038146973,156.08248901367202,27.932502746582,Virginia,1991
332,VT,1991,1.36199998855591,567141,120.957572937012,10332389,35.0,166.009994506836,41.3849983215332,Vermont,1991
333,WA,1991,1.36199998855591,5013443,77.3520278930664,104786248,52.0,203.068161010742,65.2848358154297,Washington,1991
334,WI,1991,1.36199998855591,4952675,94.71649169921879,92669448,48.0,177.143768310547,56.435417175293,Wisconsin,1991
335,WV,1991,1.36199998855591,1798212,110.164985656738,27366612,35.0,161.111175537109,44.119499206543,West Virginia,1991
336,WY,1991,1.36199998855591,457739,106.82943725585899,8636382,30.0,143.058334350586,30.0,Wyoming,1991
337,AL,1992,1.40299999713898,4139269,106.902931213379,72281824,36.5000038146973,176.113662719727,38.0803375244141,Alabama,1992
338,AR,1992,1.40299999713898,2394098,124.096839904785,39322416,42.0,187.75749206543,50.94083404541021,Arkansas,1992
339,AZ,1992,1.40299999713898,3867333,76.35752868652341,70119912,38.0,184.94874572753898,46.80708312988279,Arizona,1992
340,CA,1992,1.40299999713898,30875920,66.3818283081055,701571584,55.0,218.030334472656,69.2636642456055,California,1992
341,CO,1992,1.40299999713898,3459995,84.74000549316409,74206960,40.0,163.74166870117202,40.0,Colorado,1992
342,CT,1992,1.40299999713898,3274997,84.2443542480469,93778704,63.75,209.22633361816398,75.59300231933591,Connecticut,1992
343,DE,1992,1.40299999713898,690158,116.92974853515601,15938837,44.0,182.399993896484,44.0,Delaware,1992
344,FL,1992,1.40299999713898,13504775,93.90011596679692,279028352,53.9000015258789,202.362823486328,65.3544998168945,Florida,1992
345,GA,1992,1.40299999713898,6759474,106.39881134033199,130683560,32.0,165.511581420898,33.5199165344238,Georgia,1992
346,IA,1992,1.40299999713898,2806923,93.9106597900391,53161048,56.0,192.434661865234,63.4013328552246,Iowa,1992
347,ID,1992,1.40299999713898,1066490,80.45082092285159,18382160,38.0,178.00999450683602,46.4766654968262,Idaho,1992
348,IL,1992,1.40299999713898,11635197,93.2773284912109,264868800,50.0000076293945,195.349166870117,61.0575065612793,Illinois,1992
349,IN,1992,1.40299999713898,5648649,126.15406036377001,108844848,35.5,163.625015258789,43.2916679382324,Indiana,1992
350,KS,1992,1.40299999713898,2526042,88.7554550170898,50406832,44.0,181.167999267578,50.9679985046387,Kansas,1992
351,KY,1992,1.40299999713898,3756358,164.494445800781,65059952,23.0,149.883987426758,31.483999252319304,Kentucky,1992
352,LA,1992,1.40299999713898,4270849,106.887413024902,72466152,40.0,186.679992675781,47.1800003051758,Louisiana,1992
353,MA,1992,1.40299999713898,5993474,91.1991958618164,149095680,46.0,187.57374572753898,54.93208312988279,Massachusetts,1992
354,MD,1992,1.40299999713898,4902545,90.6060028076172,119417456,39.333335876464794,179.497497558594,47.8808364868164,Maryland,1992
355,ME,1992,1.40299999713898,1235748,114.99108123779301,22675764,57.0,201.991836547852,68.43350219726561,Maine,1992
356,MI,1992,1.40299999713898,9470323,105.920356750488,192037536,45.0,182.87141418457,46.56308364868161,Michigan,1992
357,MN,1992,1.40299999713898,4471503,82.67913818359379,97024880,63.0,219.590759277344,77.3657531738281,Minnesota,1992
358,MO,1992,1.40299999713898,5193686,121.18560791015601,101493392,33.0000038146973,157.152252197266,34.427253723144496,Missouri,1992
359,MS,1992,1.40299999713898,2610193,102.521156311035,38397576,38.0,180.959671020508,48.2430000305176,Mississippi,1992
360,MT,1992,1.40299999713898,822436,83.897102355957,14075520,38.0,172.039993286133,38.0,Montana,1992
361,NC,1992,1.40299999713898,6831850,126.15909576416,130627408,24.75,155.696670532227,30.7383346557617,North Carolina,1992
362,ND,1992,1.40299999713898,635427,74.4381332397461,11241941,49.0,184.148513793945,59.42350006103521,North Dakota,1992
363,NE,1992,1.40299999713898,1602406,89.3032073974609,31548426,47.0,182.691253662109,55.6995849609375,Nebraska,1992
364,NH,1992,1.40299999713898,1112766,145.58317565918,24652176,45.0,174.141662597656,45.0,New Hampshire,1992
365,NJ,1992,1.40299999713898,7827770,85.9504013061523,208197344,60.0,213.402587890625,73.9609146118164,New Jersey,1992
366,NM,1992,1.40299999713898,1580750,69.3341751098633,25964036,35.0,177.835006713867,43.468334197998,New Mexico,1992
367,NV,1992,1.40299999713898,1330694,102.803497314453,30199270,55.0,209.23851013183602,68.68849945068361,Nevada,1992
368,NY,1992,1.40299999713898,18082032,82.3524703979492,455657120,59.000003814697294,209.655334472656,67.0636672973633,New York,1992
369,OH,1992,1.40299999713898,11007609,110.85968017578101,222811728,38.0,169.356262207031,46.064582824707,Ohio,1992
370,OK,1992,1.40299999713898,3204174,84.6083908081055,56155136,43.0,186.357498168945,51.8741683959961,Oklahoma,1992
371,OR,1992,1.40299999713898,2973934,97.7829360961914,58162804,48.0,185.774993896484,48.0,Oregon,1992
372,PA,1992,1.40299999713898,11980819,95.65289306640629,258186144,49.91666412353521,190.322998046875,60.6896629333496,Pennsylvania,1992
373,RI,1992,1.40299999713898,1000571,100.94235992431601,21269332,57.0,208.230926513672,70.6225814819336,Rhode Island,1992
374,SC,1992,1.40299999713898,3600576,110.482322692871,61803472,27.0,167.212493896484,34.9625015258789,South Carolina,1992
375,SD,1992,1.40299999713898,708698,91.4352874755859,12732224,43.0,180.015335083008,49.923667907714794,South Dakota,1992
376,TN,1992,1.40299999713898,5013999,118.388534545898,94464752,33.0,180.981002807617,46.4059982299805,Tennessee,1992
377,TX,1992,1.40299999713898,17650480,75.0631103515625,337933984,61.0,208.66101074218705,72.8109970092773,Texas,1992
378,UT,1992,1.40299999713898,1821498,52.5391731262207,29788208,46.5,184.72999572753898,55.2966651916504,Utah,1992
379,VA,1992,1.40299999713898,6383315,106.198745727539,140206720,22.500003814697298,170.572494506836,30.622503280639602,Virginia,1992
380,VT,1992,1.40299999713898,570115,126.114906311035,10999179,38.5,179.252502441406,47.0358352661133,Vermont,1992
381,WA,1992,1.40299999713898,5139011,77.7970733642578,112633616,54.0,215.078918457031,68.07057952880861,Washington,1992
382,WI,1992,1.40299999713898,5004636,94.4923858642578,99453936,51.333335876464794,193.462493896484,60.5458374023437,Wisconsin,1992
383,WV,1992,1.40299999713898,1805462,96.5957717895508,29100894,37.0,172.638671875,46.771999359130895,West Virginia,1992
384,WY,1992,1.40299999713898,463491,107.445449829102,9061238,32.0,161.983337402344,32.0,Wyoming,1992
385,AL,1993,1.44500005245209,4193114,104.957794189453,75439176,38.5000038146973,164.734329223633,39.96767044067379,Alabama,1993
386,AR,1993,1.44500005245209,2423743,110.73781585693399,41190456,49.208335876464794,180.967498779297,57.825836181640604,Arkansas,1993
387,AZ,1993,1.44500005245209,3993390,75.2493515014648,74900032,40.0,179.261260986328,48.53625106811521,Arizona,1993
388,CA,1993,1.44500005245209,31147208,61.75192642211911,714107328,57.0,209.86267089843705,70.7293319702148,California,1993
389,CO,1993,1.44500005245209,3560884,82.6480178833008,80212048,42.0,159.11666870117202,42.0,Colorado,1993
390,CT,1993,1.44500005245209,3272325,79.7903594970703,96866464,67.0,214.88850402832,79.1634979248047,Connecticut,1993
391,DE,1993,1.44500005245209,699475,119.089317321777,16663330,46.0,166.916656494141,46.0,Delaware,1993
392,FL,1993,1.44500005245209,13713593,93.2797088623047,296927424,55.9000015258789,191.303512573242,66.7285003662109,Florida,1993
393,GA,1993,1.44500005245209,6894092,104.350219726563,138770624,34.0,156.985504150391,35.4355010986328,Georgia,1993
394,IA,1993,1.44500005245209,2820525,90.8341598510742,53390872,58.0,187.626251220703,66.9345855712891,Iowa,1993
395,ID,1993,1.44500005245209,1101204,79.36767578125,20105404,40.0,166.73123168945298,47.939582824707,Idaho,1993
396,IL,1993,1.44500005245209,11725984,92.3931045532227,274220704,52.0000076293945,186.40100097656293,62.5510063171387,Illinois,1993
397,IN,1993,1.44500005245209,5701965,123.55389404296899,114675360,37.5,158.34875488281202,45.0404167175293,Indiana,1993
398,KS,1993,1.44500005245209,2547605,87.88646697998051,52250372,46.0,173.61750793457,54.26750183105471,Kansas,1993
399,KY,1993,1.44500005245209,3792288,162.988662719727,67558768,25.0,145.979675292969,33.2630004882812,Kentucky,1993
400,LA,1993,1.44500005245209,4284749,104.276817321777,75911280,42.0,173.359329223633,48.667667388915994,Louisiana,1993
401,MA,1993,1.44500005245209,6010884,84.546630859375,154262080,60.5,193.40124511718705,69.7095794677734,Massachusetts,1993
402,MD,1993,1.44500005245209,4942504,80.9710998535156,124076160,58.0,190.540008544922,67.07333374023439,Maryland,1993
403,ME,1993,1.44500005245209,1238256,108.45899200439501,23292032,59.0,194.960510253906,70.03549957275389,Maine,1993
404,MI,1993,1.44500005245209,9529240,104.19509124755899,203827568,47.0,173.368988037109,48.4690017700195,Michigan,1993
405,MN,1993,1.44500005245209,4521709,79.5938034057617,99787104,70.0,218.164093017578,84.2724151611328,Minnesota,1993
406,MO,1993,1.44500005245209,5237757,119.44043731689501,106298472,35.0000038146973,149.989669799805,36.3563385009766,Missouri,1993
407,MS,1993,1.44500005245209,2635574,103.01361083984399,40767848,40.0,176.84423828125,51.5692481994629,Mississippi,1993
408,MT,1993,1.44500005245209,839876,81.5596618652344,15178490,41.154998779296896,163.30500793457,41.154998779296896,Montana,1993
409,NC,1993,1.44500005245209,6947412,124.924217224121,139239264,27.0,148.61599731445298,32.7159996032715,North Carolina,1993
410,ND,1993,1.44500005245209,637229,82.85874938964841,11361715,51.0,180.17350769043,61.1985015869141,North Dakota,1993
411,NE,1993,1.44500005245209,1612149,89.1977081298828,32512656,49.0,176.767501831055,57.4174995422363,Nebraska,1993
412,NH,1993,1.44500005245209,1122191,149.528915405273,25272604,47.0,167.175003051758,47.0,New Hampshire,1993
413,NJ,1993,1.44500005245209,7874891,81.7916030883789,213418800,62.0,203.458160400391,73.5165023803711,New Jersey,1993
414,NM,1993,1.44500005245209,1614937,65.575309753418,27818748,37.0,168.332504272461,45.0158348083496,New Mexico,1993
415,NV,1993,1.44500005245209,1380197,97.3774032592773,32385668,57.0,206.162246704102,70.4872512817383,Nevada,1993
416,NY,1993,1.44500005245209,18140894,77.9178848266602,464200544,62.41667175292971,205.13133239746102,70.30633544921871,New York,1993
417,OH,1993,1.44500005245209,11070385,106.84362030029301,232462848,43.0,162.828750610352,50.7537498474121,Ohio,1993
418,OK,1993,1.44500005245209,3228829,83.9623260498047,58394696,45.0,179.532501220703,53.54916763305661,Oklahoma,1993
419,OR,1993,1.44500005245209,3034490,93.0963668823242,61916252,50.0,180.774993896484,50.0,Oregon,1993
420,PA,1993,1.44500005245209,12022128,93.8685684204102,267020432,53.0,178.58351135253898,63.1085014343262,Pennsylvania,1993
421,RI,1993,1.44500005245209,997852,95.1042861938477,22089772,59.0,188.926315307617,71.3596649169922,Rhode Island,1993
422,SC,1993,1.44500005245209,3634507,111.624496459961,64711452,29.0,156.81750488281298,36.467498779296896,South Carolina,1993
423,SD,1993,1.44500005245209,716258,89.0740509033203,13297460,45.0,171.45266723632798,51.59433364868161,South Dakota,1993
424,TN,1993,1.44500005245209,5085666,116.50390625,100393936,35.0,170.918991088867,47.6606674194336,Tennessee,1993
425,TX,1993,1.44500005245209,17996764,77.6028366088867,356784352,63.0,199.889495849609,74.3144989013672,Texas,1993
426,UT,1993,1.44500005245209,1875993,52.0790863037109,31950464,48.5,176.688751220703,56.9137496948242,Utah,1993
427,VA,1993,1.44500005245209,6464795,102.12233734130899,147223168,24.500003814697298,168.0,32.5000038146973,Virginia,1993
428,VT,1993,1.44500005245209,574004,116.027069091797,11356945,42.0,173.44250488281205,50.2591667175293,Vermont,1993
429,WA,1993,1.44500005245209,5247704,74.6040573120117,117620616,56.0,214.543914794922,70.03558349609371,Washington,1993
430,WI,1993,1.44500005245209,5055318,88.6393280029297,104337360,60.0,194.57374572753898,69.2654190063477,Wisconsin,1993
431,WV,1993,1.44500005245209,1816179,111.993370056152,30374522,39.0,165.863510131836,48.388500213623,West Virginia,1993
432,WY,1993,1.44500005245209,469033,103.83065032959,9515136,34.0,155.191650390625,34.0,Wyoming,1993
433,AL,1994,1.48199999332428,4232965,103.426322937012,79832152,40.5000038146973,156.275573730469,41.883918762206996,Alabama,1994
434,AR,1994,1.48199999332428,2540605,101.629341125488,43498008,55.5,176.014999389648,63.88166809082029,Arkansas,1994
435,AZ,1994,1.48199999332428,4147561,72.8620986938477,82014176,42.0,170.69499206543,50.12833404541021,Arizona,1994
436,CA,1994,1.48199999332428,31317180,57.8660011291504,735104448,60.0,206.438674926758,73.5053329467773,California,1994
437,CO,1994,1.48199999332428,3653910,82.1311950683594,85859736,44.0,159.61666870117202,44.0,Colorado,1994
438,CT,1994,1.48199999332428,3268346,77.6233596801758,99787808,71.0,215.957336425781,83.2239990234375,Connecticut,1994
439,DE,1994,1.48199999332428,708416,121.679916381836,17377776,48.0,157.28332519531298,48.0,Delaware,1994
440,FL,1994,1.48199999332428,13961798,90.46829223632808,311908864,57.9000015258789,182.947174072266,68.255500793457,Florida,1994
441,GA,1994,1.48199999332428,7045900,102.669639587402,149165088,36.0,152.693008422852,37.3930015563965,Georgia,1994
442,IA,1994,1.48199999332428,2829422,91.67950439453129,57998884,60.0,184.625,68.7916641235352,Iowa,1994
443,ID,1994,1.48199999332428,1135459,83.8427429199219,21399344,42.0,159.862503051758,49.6124992370605,Idaho,1994
444,IL,1994,1.48199999332428,11804986,83.6002731323242,288509472,68.0000076293945,194.942825317383,79.0345077514648,Illinois,1994
445,IN,1994,1.48199999332428,5745626,124.86019897460899,121537088,39.5,153.746246337891,46.821250915527294,Indiana,1994
446,KS,1994,1.48199999332428,2569118,86.9559097290039,54856808,48.0,171.31623840332,56.1579170227051,Kansas,1994
447,KY,1994,1.48199999332428,3823215,164.808929443359,70781360,27.0,142.00466918945298,35.0380020141602,Kentucky,1994
448,LA,1994,1.48199999332428,4306500,103.610824584961,80871536,44.0,162.725341796875,50.2586669921875,Louisiana,1994
449,MA,1994,1.48199999332428,6031352,77.2297821044922,161885984,75.0,209.448760986328,84.973747253418,Massachusetts,1994
450,MD,1994,1.48199999332428,4985411,79.6925277709961,129848496,60.0,183.80250549316398,68.75250244140621,Maryland,1994
451,ME,1994,1.48199999332428,1237687,102.368370056152,24173868,61.0,193.078994750977,71.9290008544922,Maine,1994
452,MI,1994,1.48199999332428,9584481,110.511978149414,219120752,57.3333320617676,179.539245605469,58.780914306640604,Michigan,1994
453,MN,1994,1.48199999332428,4566028,81.3617401123047,107151552,72.0,213.634414672852,85.97608184814449,Minnesota,1994
454,MO,1994,1.48199999332428,5281206,117.245948791504,112313768,40.0000038146973,149.160095214844,41.3184204101562,Missouri,1994
455,MS,1994,1.48199999332428,2663450,103.136909484863,44077268,42.0,166.010498046875,52.860500335693395,Mississippi,1994
456,MT,1994,1.48199999332428,854923,82.5805358886719,15499025,42.10499954223629,153.79666137695298,42.10499954223629,Montana,1994
457,NC,1994,1.48199999332428,7060959,108.15811920166,147792512,29.0,145.218658447266,34.585334777831996,North Carolina,1994
458,ND,1994,1.48199999332428,639762,80.3423767089844,12176830,68.0,190.535003662109,78.7850036621094,North Dakota,1994
459,NE,1994,1.48199999332428,1621551,84.0553283691406,34325416,58.0,178.753753662109,66.5120849609375,Nebraska,1994
460,NH,1994,1.48199999332428,1133054,155.15588378906298,26989736,49.0,161.358337402344,49.0,New Hampshire,1994
461,NJ,1994,1.48199999332428,7918796,80.4920349121094,220817408,64.0,196.90382385253898,75.1455001831055,New Jersey,1994
462,NM,1994,1.48199999332428,1653329,64.4154891967773,29670304,45.0,169.443756103516,53.0687484741211,New Mexico,1994
463,NV,1994,1.48199999332428,1456388,93.9996795654297,35877512,59.0,203.68342590332,72.325080871582,Nevada,1994
464,NY,1994,1.48199999332428,18156652,71.64866638183591,478586304,80.0,218.677322387695,88.4106674194336,New York,1994
465,OH,1994,1.48199999332428,11111451,106.67374420166,245156112,48.0,161.455001831055,55.6883316040039,Ohio,1994
466,OK,1994,1.48199999332428,3246119,101.967918395996,60799744,47.0,170.16125488281202,55.1029167175293,Oklahoma,1994
467,OR,1994,1.48199999332428,3087142,91.0874862670898,66129688,57.8333320617676,182.850006103516,57.8333320617676,Oregon,1994
468,PA,1994,1.48199999332428,12042545,94.78063201904301,275336928,55.0,169.811996459961,64.61199951171871,Pennsylvania,1994
469,RI,1994,1.48199999332428,993412,93.6167449951172,22612016,68.0,198.636581420898,80.9949188232422,Rhode Island,1994
470,SC,1994,1.48199999332428,3666456,109.06990051269501,68510824,31.0,146.606246948242,37.9812507629395,South Carolina,1994
471,SD,1994,1.48199999332428,723038,91.9730377197266,14176712,47.0,165.247329711914,53.35566711425779,South Dakota,1994
472,TN,1994,1.48199999332428,5163016,114.138710021973,106855208,37.0,164.024993896484,49.1500015258789,Tennessee,1994
